Tag,Datum,Zeit,Home,Away,Resultat,Drittel,OT/SO,Status,Versch.,Stadion,Zus.,TV/Online,Id,Liga,Region,Phase,SVS_Home,SVS_Away,
Sa,18/10/2025,19:45:00,SCL Tigers,Fribourg-Gottéron,06:00, 3:0|2:0|1:0,,Ende,FALSE,"emmental versicherung arena , 3550 Langnau i. E. BE",6000,MYSPORTS,2.02611E+13,NL,CH,Regular Season,100,64.29,
So,19/10/2025,14:00:00,SC Rapperswil-Jona Lakers,HC Ajoie,03:02, 1:1|2:0|0:1,,Ende,FALSE,"St.Galler Kantonalbank Arena, 8640 Rapperswil SG",5619,MYSPORTS,2.02611E+13,NL,CH,Regular Season,92.59,91.89,
So,19/10/2025,14:00:00,EV Zug,EHC Biel-Bienne,04:03, 2:0|2:0|0:3,,Ende,FALSE,"OYM hall, 6303 Zug",7450,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90.62,82.61,
Di,21/10/2025,19:45:00,HC Ajoie,SCL Tigers,02:01, 1:0|1:0|0:1,,Ende,FALSE,"Raiffeisen Arena, 2900 Porrentruy JU",3498,MYSPORTS,2.02611E+13,NL,CH,Regular Season,96.43,89.47,
Di,21/10/2025,19:45:00,HC Ambri-Piotta,SC Bern,00:05, 0:1|0:4|0:0,,Ende,FALSE,"Gottardo Arena, 6775 Ambri TI",6031,MYSPORTS,2.02611E+13,NL,CH,Regular Season,84.21,100,
Di,21/10/2025,19:45:00,HC Davos,EHC Biel-Bienne,04:03, 0:0|2:1|1:2|1:0,OT,Ende,FALSE,"zondacrypto-Arena, 7270 Davos-Platz GR",4099,MYSPORTS,2.02611E+13,NL,CH,Regular Season,89.29,84,
Di,21/10/2025,19:45:00,Fribourg-Gottéron,EV Zug,05:02, 1:0|2:1|2:1,,Ende,FALSE,"BCF Arena, 1700 Fribourg FR",9372,MYSPORTS,2.02611E+13,NL,CH,Regular Season,87.5,79.17,
Di,21/10/2025,19:45:00,EHC Kloten,Genève-Servette HC,02:03, 2:1|0:0|0:1|0:1,SO,Ende,FALSE,"SWISS Arena, 8302 Kloten ZH",3721,MYSPORTS,2.02611E+13,NL,CH,Regular Season,93.94,91.3,
Di,21/10/2025,19:45:00,HC Lugano,ZSC Lions,05:01, 3:1|2:0|0:0,,Ende,FALSE,"Cornèr Arena, 6948 Porza Ti",4958,MYSPORTS,2.02611E+13,NL,CH,Regular Season,95.83,82.76,
Di,21/10/2025,19:45:00,Lausanne HC,SC Rapperswil-Jona Lakers,02:01, 0:0|1:1|0:0|1:0,OT,Ende,FALSE,"Vaudoise Aréna, 1008 Lausanne VD",9223,MYSPORTS,2.02611E+13,NL,CH,Regular Season,94.74,93.94,
Do,23/10/2025,19:45:00,EV Zug,HC Ajoie,08:03, 1:0|3:3|4:0,,Ende,FALSE,"OYM hall, 6303 Zug",6886,MYSPORTS,2.02611E+13,NL,CH,Regular Season,85.71,75.86,
Fr,24/10/2025,19:45:00,HC Ajoie,HC Davos,02:04, 1:1|1:0|0:3,,Ende,FALSE,"Raiffeisen Arena, 2900 Porrentruy JU",4092,MYSPORTS,2.02611E+13,NL,CH,Regular Season,85.71,93.1,
Fr,24/10/2025,19:45:00,SC Bern,HC Lugano,01:04, 0:2|1:1|0:1,,Ende,FALSE,"PostFinance Arena, 3014 Bern BE",14502,MYSPORTS,2.02611E+13,NL,CH,Regular Season,89.29,96.43,
Fr,24/10/2025,19:45:00,EHC Biel-Bienne,EHC Kloten,05:01, 1:0|1:0|3:1,,Ende,FALSE,"Tissot Arena, 2504 Biel/Bienne BE",6021,MYSPORTS,2.02611E+13,NL,CH,Regular Season,96.97,83.87,
Fr,24/10/2025,19:45:00,SC Rapperswil-Jona Lakers,EV Zug,02:06, 2:2|0:2|0:2,,Ende,FALSE,"St.Galler Kantonalbank Arena, 8640 Rapperswil SG",5225,MYSPORTS,2.02611E+13,NL,CH,Regular Season,83.33,92.59,
Fr,24/10/2025,19:45:00,SCL Tigers,Lausanne HC,01:02, 0:0|1:1|0:0|0:1,SO,Ende,FALSE,"emmental versicherung arena , 3550 Langnau i. E. BE",5406,MYSPORTS,2.02611E+13,NL,CH,Regular Season,96.43,96.77,
Fr,24/10/2025,19:45:00,ZSC Lions,Fribourg-Gottéron,01:02, 1:1|0:0|0:0|0:1,OT,Ende,FALSE,"Swiss Life Arena, 8048 Zürich ZH",11651,"MYSPORTS,TV24,3PLUS",2.02611E+13,NL,CH,Regular Season,93.75,96.3,
Fr,24/10/2025,20:20:00,HC Ambri-Piotta,Genève-Servette HC,05:02, 5:1|0:1|0:0,,Ende,FALSE,"Gottardo Arena, 6775 Ambri TI",6227,MYSPORTS,2.02611E+13,NL,CH,Regular Season,94.44,84.85,
Sa,25/10/2025,19:45:00,HC Davos,SCL Tigers,05:03, 1:1|1:0|3:2,,Ende,FALSE,"zondacrypto-Arena, 7270 Davos-Platz GR",6547,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,84,
Sa,25/10/2025,19:45:00,Fribourg-Gottéron,SC Bern,01:02, 0:0|0:1|1:0|0:1,SO,Ende,FALSE,"BCF Arena, 1700 Fribourg FR",9372,MYSPORTS,2.02611E+13,NL,CH,Regular Season,96.67,97.37,
Sa,25/10/2025,19:45:00,Genève-Servette HC,EHC Biel-Bienne,06:00, 4:0|0:0|2:0,,Ende,FALSE,"Les Vernets, 1227 Les Acacias GE",6704,MYSPORTS,2.02611E+13,NL,CH,Regular Season,100,73.91,
Sa,25/10/2025,19:45:00,EHC Kloten,ZSC Lions,01:04, 0:0|0:1|1:3,,Ende,FALSE,"SWISS Arena, 8302 Kloten ZH",7453,MYSPORTS,2.02611E+13,NL,CH,Regular Season,93.75,96.67,
Sa,25/10/2025,19:45:00,HC Lugano,SC Rapperswil-Jona Lakers,03:00, 1:0|2:0|0:0,,Ende,FALSE,"Cornèr Arena, 6948 Porza Ti",5495,MYSPORTS,2.02611E+13,NL,CH,Regular Season,100,91.43,
Sa,25/10/2025,19:45:00,Lausanne HC,HC Ambri-Piotta,05:01, 2:0|1:0|2:1,,Ende,FALSE,"Vaudoise Aréna, 1008 Lausanne VD",9600,MYSPORTS,2.02611E+13,NL,CH,Regular Season,96.55,86.84,
Di,28/10/2025,19:45:00,HC Ambri-Piotta,HC Lugano,02:05, 1:0|1:2|0:3,,Ende,FALSE,"Gottardo Arena, 6775 Ambri TI",6775,"MYSPORTS,TELETICINO",2.02611E+13,NL,CH,Regular Season,89.74,92,
Di,28/10/2025,19:45:00,SC Bern,HC Ajoie,04:05, 1:2|1:1|2:2,,Ende,FALSE,"PostFinance Arena, 3014 Bern BE",13468,MYSPORTS,2.02611E+13,NL,CH,Regular Season,69.23,88.57,
Di,28/10/2025,19:45:00,EHC Biel-Bienne,Lausanne HC,06:01, 1:0|2:1|3:0,,Ende,FALSE,"Tissot Arena, 2504 Biel/Bienne BE",5627,MYSPORTS,2.02611E+13,NL,CH,Regular Season,96.43,80,
Di,28/10/2025,19:45:00,Genève-Servette HC,HC Davos,07:00, 4:0|1:0|2:0,,Ende,FALSE,"Les Vernets, 1227 Les Acacias GE",6171,MYSPORTS,2.02611E+13,NL,CH,Regular Season,100,78.12,
Di,28/10/2025,19:45:00,EHC Kloten,Fribourg-Gottéron,04:02, 1:2|1:0|2:0,,Ende,FALSE,"SWISS Arena, 8302 Kloten ZH",4081,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,80.95,
Di,28/10/2025,19:45:00,SCL Tigers,EV Zug,04:02, 0:0|2:0|2:2,,Ende,FALSE,"emmental versicherung arena , 3550 Langnau i. E. BE",5103,MYSPORTS,2.02611E+13,NL,CH,Regular Season,92,85.71,
Di,28/10/2025,19:45:00,ZSC Lions,SC Rapperswil-Jona Lakers,07:00, 2:0|4:0|1:0,,Ende,FALSE,"Swiss Life Arena, 8048 Zürich ZH",10949,MYSPORTS,2.02611E+13,NL,CH,Regular Season,100,72.22,
Mi,29/10/2025,19:45:00,Lausanne HC,HC Davos,03:02, 1:1|2:0|0:1,,Ende,FALSE,"Vaudoise Aréna, 1008 Lausanne VD",9600,MYSPORTS,2.02611E+13,NL,CH,Regular Season,92.59,88.46,
Do,30/10/2025,19:45:00,Genève-Servette HC,EV Zug,00:01, 0:1|0:0|0:0,,Ende,FALSE,"Les Vernets, 1227 Les Acacias GE",5583,MYSPORTS,2.02611E+13,NL,CH,Regular Season,94.12,100,
Fr,31/10/2025,19:45:00,HC Ajoie,HC Ambri-Piotta,04:05, 3:1|1:3|0:1,,Ende,FALSE,"Raiffeisen Arena, 2900 Porrentruy JU",4547,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Fr,31/10/2025,19:45:00,EHC Biel-Bienne,SC Bern,05:06, 0:2|3:2|2:1|0:1,SO,Ende,FALSE,"Tissot Arena, 2504 Biel/Bienne BE",6556,"MYSPORTS,TV24,3PLUS",2.02611E+13,NL,CH,Regular Season,90,91,
Fr,31/10/2025,19:45:00,SC Rapperswil-Jona Lakers,Fribourg-Gottéron,00:01, 0:0|0:0|0:0|0:1,SO,Ende,FALSE,"St.Galler Kantonalbank Arena, 8640 Rapperswil SG",4982,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Fr,31/10/2025,19:45:00,ZSC Lions,SCL Tigers,04:02, 1:0|2:1|1:1,,Ende,FALSE,"Swiss Life Arena, 8048 Zürich ZH",10673,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,01/11/2025,19:45:00,HC Lugano,Genève-Servette HC,06:02, 2:0|1:1|3:1,,Ende,FALSE,"Cornèr Arena, 6948 Porza Ti",5300,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,01/11/2025,19:45:00,HC Ambri-Piotta,EHC Biel-Bienne,03:01, 0:0|1:1|2:0,,Ende,FALSE,"Gottardo Arena, 6775 Ambri TI",6512,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,01/11/2025,19:45:00,SC Bern,ZSC Lions,00:03, 0:0|0:0|0:3,,Ende,FALSE,"PostFinance Arena, 3014 Bern BE",15645,"MYSPORTS,TV24,3PLUS",2.02611E+13,NL,CH,Regular Season,90,91,
Sa,01/11/2025,19:45:00,HC Davos,SC Rapperswil-Jona Lakers,06:01, 0:0|2:1|4:0,,Ende,FALSE,"zondacrypto-Arena, 7270 Davos-Platz GR",6547,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,01/11/2025,19:45:00,EHC Kloten,Lausanne HC,02:01, 1:0|1:0|0:1,,Ende,FALSE,"SWISS Arena, 8302 Kloten ZH",4481,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Mi,12/11/2025,19:45:00,Fribourg-Gottéron,HC Ajoie,05:01, 2:1|2:0|1:0,,Ende,FALSE,"BCF Arena, 1700 Fribourg FR",9372,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Mi,12/11/2025,19:45:00,SCL Tigers,HC Lugano,03:00, 1:0|2:0|0:0,,Ende,FALSE,"emmental versicherung arena , 3550 Langnau i. E. BE",5234,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Do,13/11/2025,20:00:00,Genève-Servette HC,SCL Tigers,03:01, 1:0|0:1|2:0,,Ende,FALSE,"Les Vernets, 1227 Les Acacias GE",5841,"MYSPORTS,TV24,3PLUS",2.02611E+13,NL,CH,Regular Season,90,91,
Fr,14/11/2025,19:45:00,SC Bern,SC Rapperswil-Jona Lakers,05:02, 0:1|3:0|2:1,,Ende,FALSE,"PostFinance Arena, 3014 Bern BE",14975,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Fr,14/11/2025,19:45:00,EHC Biel-Bienne,ZSC Lions,00:02, 0:1|0:0|0:1,,Ende,FALSE,"Tissot Arena, 2504 Biel/Bienne BE",6239,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Fr,14/11/2025,19:45:00,Fribourg-Gottéron,HC Davos,05:03, 1:2|0:0|4:1,,Ende,FALSE,"BCF Arena, 1700 Fribourg FR",9372,"MYSPORTS,TV24,3PLUS",2.02611E+13,NL,CH,Regular Season,90,91,
Fr,14/11/2025,19:45:00,EHC Kloten,HC Lugano,01:02, 1:2|0:0|0:0,,Ende,FALSE,"SWISS Arena, 8302 Kloten ZH",4601,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Fr,14/11/2025,19:45:00,Lausanne HC,HC Ajoie,03:02, 0:1|2:0|0:1|1:0,OT,Ende,FALSE,"Vaudoise Aréna, 1008 Lausanne VD",9600,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Fr,14/11/2025,19:45:00,EV Zug,HC Ambri-Piotta,04:02, 0:2|1:0|3:0,,Ende,FALSE,"OYM hall, 6303 Zug",7450,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,15/11/2025,19:45:00,HC Ajoie,Genève-Servette HC,02:00, 1:0|0:0|1:0,,Ende,FALSE,"Raiffeisen Arena, 2900 Porrentruy JU",4324,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,15/11/2025,19:45:00,HC Ambri-Piotta,Fribourg-Gottéron,04:02, 1:0|0:2|3:0,,Ende,FALSE,"Gottardo Arena, 6775 Ambri TI",6775,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,15/11/2025,19:45:00,HC Lugano,EHC Biel-Bienne,06:00, 1:0|3:0|2:0,,Ende,FALSE,"Cornèr Arena, 6948 Porza Ti",5507,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,15/11/2025,19:45:00,SC Rapperswil-Jona Lakers,EHC Kloten,03:02, 0:0|0:2|2:0|1:0,OT,Ende,FALSE,"St.Galler Kantonalbank Arena, 8640 Rapperswil SG",5352,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,15/11/2025,19:45:00,SCL Tigers,SC Bern,03:04, 0:1|2:1|1:1|0:1,OT,Ende,FALSE,"emmental versicherung arena , 3550 Langnau i. E. BE",6000,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
So,16/11/2025,15:45:00,HC Davos,EV Zug,05:01, 1:0|2:1|2:0,,Ende,FALSE,"zondacrypto-Arena, 7270 Davos-Platz GR",6547,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
So,16/11/2025,15:45:00,ZSC Lions,Lausanne HC,01:02, 1:0|0:0|0:1|0:1,SO,Ende,FALSE,"Swiss Life Arena, 8048 Zürich ZH",12000,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Mi,19/11/2025,19:45:00,HC Ajoie,EHC Biel-Bienne,03:04, 2:0|1:2|0:1|0:1,OT,Ende,FALSE,"Raiffeisen Arena, 2900 Porrentruy JU",4178,"MYSPORTS,LEMANBLEU,LATELE,TELEB",2.02611E+13,NL,CH,Regular Season,90,91,
Do,20/11/2025,19:45:00,HC Lugano,Fribourg-Gottéron,00:04, 0:1|0:1|0:2,,Ende,FALSE,"Cornèr Arena, 6948 Porza Ti",5512,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Do,20/11/2025,20:00:00,HC Davos,HC Ambri-Piotta,04:06, 1:2|2:1|1:3,,Ende,FALSE,"zondacrypto-Arena, 7270 Davos-Platz GR",4505,"MYSPORTS,TV24,3PLUS",2.02611E+13,NL,CH,Regular Season,90,91,
Fr,21/11/2025,19:45:00,EHC Biel-Bienne,SCL Tigers,06:05, 1:2|3:2|2:1,,Ende,FALSE,"Tissot Arena, 2504 Biel/Bienne BE",6436,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Fr,21/11/2025,19:45:00,Fribourg-Gottéron,Lausanne HC,02:01, 0:0|1:1|1:0,,Ende,FALSE,"BCF Arena, 1700 Fribourg FR",9372,"MYSPORTS,LEMANBLEU,LATELE,TELEB",2.02611E+13,NL,CH,Regular Season,90,91,
Fr,21/11/2025,19:45:00,EHC Kloten,SC Bern,04:02, 1:0|2:1|1:1,,Ende,FALSE,"SWISS Arena, 8302 Kloten ZH",5127,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Fr,21/11/2025,19:45:00,SC Rapperswil-Jona Lakers,Genève-Servette HC,02:05, 1:2|0:0|1:3,,Ende,FALSE,"St.Galler Kantonalbank Arena, 8640 Rapperswil SG",4512,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Fr,21/11/2025,19:45:00,ZSC Lions,HC Ajoie,02:03, 2:0|0:2|0:1,,Ende,FALSE,"Swiss Life Arena, 8048 Zürich ZH",10810,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Fr,21/11/2025,19:45:00,EV Zug,HC Lugano,02:03, 0:1|2:1|0:1,,Ende,FALSE,"OYM hall, 6303 Zug",7450,"MYSPORTS,TELETICINO,TV24,3PLUS",2.02611E+13,NL,CH,Regular Season,90,91,
Sa,22/11/2025,19:45:00,HC Ambri-Piotta,SC Rapperswil-Jona Lakers,01:05, 0:3|0:2|1:0,,Ende,FALSE,"Gottardo Arena, 6775 Ambri TI",6590,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,22/11/2025,19:45:00,SC Bern,HC Davos,00:03, 0:0|0:0|0:3,,Ende,FALSE,"PostFinance Arena, 3014 Bern BE",16002,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,22/11/2025,19:45:00,Genève-Servette HC,ZSC Lions,04:01, 1:1|2:0|1:0,,Ende,FALSE,"Les Vernets, 1227 Les Acacias GE",6407,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,22/11/2025,19:45:00,Lausanne HC,EV Zug,05:02, 0:1|2:1|3:0,,Ende,FALSE,"Vaudoise Aréna, 1008 Lausanne VD",9600,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,22/11/2025,19:45:00,SCL Tigers,EHC Kloten,06:01, 4:1|1:0|1:0,,Ende,FALSE,"emmental versicherung arena , 3550 Langnau i. E. BE",6000,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Di,25/11/2025,19:45:00,EHC Biel-Bienne,EHC Kloten,03:01, 1:1|0:0|2:0,,Ende,FALSE,"Tissot Arena, 2504 Biel/Bienne BE",5545,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Di,25/11/2025,19:45:00,Fribourg-Gottéron,Genève-Servette HC,02:05, 1:0|1:1|0:4,,Ende,FALSE,"BCF Arena, 1700 Fribourg FR",9372,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Di,25/11/2025,19:45:00,SC Rapperswil-Jona Lakers,Lausanne HC,03:04, 1:3|1:1|1:0,,Ende,FALSE,"St.Galler Kantonalbank Arena, 8640 Rapperswil SG",4256,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Di,25/11/2025,19:45:00,ZSC Lions,HC Ambri-Piotta,03:02, 0:0|0:1|2:1|1:0,OT,Ende,FALSE,"Swiss Life Arena, 8048 Zürich ZH",11184,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Di,25/11/2025,19:45:00,EV Zug,SC Bern,04:02, 2:0|1:2|1:0,,Ende,FALSE,"OYM hall, 6303 Zug",7179,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Di,25/11/2025,19:45:00,HC Davos,HC Ajoie,08:00, 2:0|4:0|2:0,,Ende,FALSE,"zondacrypto-Arena, 7270 Davos-Platz GR",3904,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Mi,26/11/2025,19:45:00,Lausanne HC,SCL Tigers,06:04, 1:0|3:1|2:3,,Ende,FALSE,"Vaudoise Aréna, 1008 Lausanne VD",9600,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Do,27/11/2025,19:45:00,EV Zug,Genève-Servette HC,03:01, 2:0|0:1|1:0,,Ende,FALSE,"OYM hall, 6303 Zug",7103,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Fr,28/11/2025,19:45:00,SC Bern,ZSC Lions,02:01, 0:0|1:1|1:0,,Ende,FALSE,"PostFinance Arena, 3014 Bern BE",14756,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Fr,28/11/2025,19:45:00,EHC Biel-Bienne,Fribourg-Gottéron,02:03, 0:2|1:1|1:0,,Ende,FALSE,"Tissot Arena, 2504 Biel/Bienne BE",6472,"MYSPORTS,TV24,3PLUS",2.02611E+13,NL,CH,Regular Season,90,91,
Fr,28/11/2025,19:45:00,HC Davos,SC Rapperswil-Jona Lakers,04:03, 0:1|1:1|2:1|1:0,SO,Ende,FALSE,"zondacrypto-Arena, 7270 Davos-Platz GR",5073,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Fr,28/11/2025,19:45:00,EHC Kloten,HC Ajoie,02:03, 1:2|0:1|1:0,,Ende,FALSE,"SWISS Arena, 8302 Kloten ZH",4107,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Fr,28/11/2025,19:45:00,HC Lugano,HC Ambri-Piotta,05:01, 1:1|3:0|1:0,,Ende,FALSE,"Cornèr Arena, 6948 Porza Ti",6733,"MYSPORTS,TELETICINO",2.02611E+13,NL,CH,Regular Season,90,91,
Sa,29/11/2025,19:45:00,HC Ajoie,EV Zug,03:02, 0:1|0:1|2:0|1:0,SO,Ende,FALSE,"Raiffeisen Arena, 2900 Porrentruy JU",4708,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,29/11/2025,19:45:00,HC Ambri-Piotta,EHC Biel-Bienne,05:04, 2:2|1:2|1:0|1:0,SO,Ende,FALSE,"Gottardo Arena, 6775 Ambri TI",6429,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,29/11/2025,19:45:00,Fribourg-Gottéron,SC Bern,02:01, 0:0|0:0|2:1,,Ende,FALSE,"BCF Arena, 1700 Fribourg FR",9372,"MYSPORTS,TV24,3PLUS",2.02611E+13,NL,CH,Regular Season,90,91,
Sa,29/11/2025,19:45:00,Genève-Servette HC,HC Davos,03:02, 0:0|1:0|1:2|1:0,OT,Ende,FALSE,"Les Vernets, 1227 Les Acacias GE",6722,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,29/11/2025,19:45:00,ZSC Lions,SCL Tigers,02:03, 1:1|0:0|1:1|0:1,OT,Ende,FALSE,"Swiss Life Arena, 8048 Zürich ZH",11559,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
So,30/11/2025,15:45:00,SCL Tigers,Lausanne HC,03:04, 0:1|1:0|2:3,,Ende,FALSE,"emmental versicherung arena , 3550 Langnau i. E. BE",6000,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
So,30/11/2025,15:45:00,SC Rapperswil-Jona Lakers,HC Lugano,03:02, 0:1|0:1|2:0|1:0,SO,Ende,FALSE,"St.Galler Kantonalbank Arena, 8640 Rapperswil SG",5798,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Mi,03/12/2025,19:45:00,SC Bern,EHC Biel-Bienne,06:02, 2:1|1:1|3:0,,Ende,FALSE,"PostFinance Arena, 3014 Bern BE",15027,"MYSPORTS,LEMANBLEU,LATELE,TELEB",2.02611E+13,NL,CH,Regular Season,90,91,
Mi,03/12/2025,19:45:00,Fribourg-Gottéron,SC Rapperswil-Jona Lakers,02:04, 0:1|0:1|2:2,,Ende,FALSE,"BCF Arena, 1700 Fribourg FR",9372,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Mi,03/12/2025,19:45:00,HC Davos,Genève-Servette HC,06:02, 2:1|3:0|1:1,,Ende,FALSE,"zondacrypto-Arena, 7270 Davos-Platz GR",4554,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Do,04/12/2025,19:45:00,HC Ambri-Piotta,Genève-Servette HC,05:02, 3:0|0:0|2:2,,Ende,FALSE,"Gottardo Arena, 6775 Ambri TI",5924,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Fr,05/12/2025,19:45:00,HC Ajoie,Fribourg-Gottéron,01:05, 0:0|1:3|0:2,,Ende,FALSE,"Raiffeisen Arena, 2900 Porrentruy JU",5195,"MYSPORTS,LEMANBLEU,LATELE,TELEB",2.02611E+13,NL,CH,Regular Season,90,91,
Fr,05/12/2025,19:45:00,HC Davos,ZSC Lions,02:03, 1:1|0:1|1:0|0:1,SO,Ende,FALSE,"zondacrypto-Arena, 7270 Davos-Platz GR",6547,"MYSPORTS,TV24,3PLUS",2.02611E+13,NL,CH,Regular Season,90,91,
Fr,05/12/2025,19:45:00,HC Lugano,EHC Kloten,04:01, 2:0|1:1|1:0,,Ende,FALSE,"Cornèr Arena, 6948 Porza Ti",5125,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Fr,05/12/2025,19:45:00,SC Rapperswil-Jona Lakers,EHC Biel-Bienne,02:03, 1:0|1:2|0:0|0:1,SO,Ende,FALSE,"St.Galler Kantonalbank Arena, 8640 Rapperswil SG",4722,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Fr,05/12/2025,19:45:00,SCL Tigers,EV Zug,03:01, 1:0|0:1|2:0,,Ende,FALSE,"emmental versicherung arena , 3550 Langnau i. E. BE",5575,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,06/12/2025,19:45:00,SC Bern,SCL Tigers,05:01, 2:0|1:0|2:1,,Ende,FALSE,"PostFinance Arena, 3014 Bern BE",16503,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,06/12/2025,19:45:00,EHC Biel-Bienne,Lausanne HC,01:02, 1:0|0:0|0:2,,Ende,FALSE,"Tissot Arena, 2504 Biel/Bienne BE",6240,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Sa,06/12/2025,19:45:00,Genève-Servette HC,HC Ajoie,06:01, 1:0|3:1|2:0,,Ende,FALSE,"Les Vernets, 1227 Les Acacias GE",6337,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
So,07/12/2025,14:00:00,Fribourg-Gottéron,HC Davos,04:00, 1:0|2:0|1:0,,Ende,FALSE,"BCF Arena, 1700 Fribourg FR",9372,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
So,07/12/2025,14:00:00,EHC Kloten,HC Ambri-Piotta,02:01, 1:0|0:0|1:1,,Ende,FALSE,"SWISS Arena, 8302 Kloten ZH",6632,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
So,07/12/2025,15:45:00,ZSC Lions,SC Rapperswil-Jona Lakers,03:01, 1:0|1:0|1:1,,Ende,FALSE,"Swiss Life Arena, 8048 Zürich ZH",12000,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
So,07/12/2025,15:45:00,HC Lugano,SC Bern,03:01, 1:0|1:1|1:0,,Ende,FALSE,"Cornèr Arena, 6948 Porza Ti",5703,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Mi,17/12/2025,19:45:00,EV Zug,EHC Kloten,05:04, 1:1|1:2|3:1,,Ende,FALSE,"OYM hall, 6303 Zug",7049,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Mi,17/12/2025,19:45:00,ZSC Lions,HC Lugano,05:03, 2:1|0:1|3:1,,Ende,FALSE,"Swiss Life Arena, 8048 Zürich ZH",11195,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
Mi,17/12/2025,19:45:00,Fribourg-Gottéron,HC Ajoie,04:02, 2:0|2:1|0:1,,Ende,FALSE,"BCF Arena, 1700 Fribourg FR",9372,MYSPORTS,2.02611E+13,NL,CH,Regular Season,90,91,
